Crop_Year,State,Crop,Season,Area,Temperature,Rainfall,Humidity,Yield
2002,West Bengal,Sugarcane,Whole Year,3567.53,29.6,1745.4,81.0,56374.42
2005,Punjab,Chickpea,Rabi,3314.46,22.7,656.3,63.3,1022.76
2001,Gujarat,Jowar,Rabi,4841.23,29.5,950.9,53.9,716.56
2020,Gujarat,Turmeric,Kharif,3499.93,29.6,708.4,55.9,6099.15
2015,Karnataka,Rice,Kharif,3442.94,31.8,981.2,78.5,2922.48
2011,Andhra Pradesh,Soyabean,Kharif,1422.17,35.7,1076.3,78.2,1468.19
2018,Gujarat,Maize,Kharif,253.12,29.6,900.5,70.1,1876.51
2009,Rajasthan,Sugarcane,Whole Year,2041.52,31.0,292.5,45.2,46614.18
2009,Maharashtra,Cotton,Kharif,2634.86,30.9,1049.9,69.7,525.11
2017,Maharashtra,Groundnut,Kharif,647.01,33.3,1204.9,78.9,1601.78
2013,Chhattisgarh,Rice,Kharif,66.03,25.6,1006.0,84.6,2686.74
2001,Telangana,Lentil,Rabi,288.93,25.7,1189.5,71.1,697.12
2009,Chhattisgarh,Turmeric,Kharif,81.86,29.8,1361.2,75.9,5282.56
2005,West Bengal,Mustard,Rabi,2039.91,26.7,1507.4,86.2,964.42
2014,Telangana,Maize,Rabi,226.77,27.9,942.1,73.4,1921.39
2017,Maharashtra,Lentil,Rabi,3224.65,29.2,1337.1,70.8,962.53
2008,Haryana,Groundnut,Rabi,3758.44,22.9,428.9,53.6,1474.28
2005,Uttar Pradesh,Mustard,Rabi,2140.09,24.4,747.1,67.6,1028.22
2005,Maharashtra,Soyabean,Kharif,4371.86,32.8,1516.4,74.3,1202.02
2018,Gujarat,Maize,Rabi,411.5,32.5,693.1,71.1,1987.76
2021,Maharashtra,Wheat,Rabi,722.03,23.4,1322.4,73.1,3962.96
2008,Karnataka,Wheat,Rabi,4978.61,27.0,930.0,78.5,2945.74
2005,Punjab,Turmeric,Kharif,2667.59,21.4,412.5,62.9,5732.37
2003,Maharashtra,Potato,Rabi,3372.19,30.0,1339.8,58.6,16565.29
2015,West Bengal,Wheat,Rabi,2325.77,27.5,1447.3,73.3,2593.94
2008,Andhra Pradesh,Turmeric,Kharif,3642.7,30.3,836.8,67.8,4507.33
2020,Punjab,Cotton,Kharif,4967.4,24.7,757.8,58.2,425.45
2010,Rajasthan,Soyabean,Kharif,754.97,34.1,464.6,41.9,836.0
2011,Andhra Pradesh,Turmeric,Kharif,3690.39,31.2,727.7,76.7,6691.35
2019,Bihar,Groundnut,Kharif,1302.16,26.9,1288.3,66.2,1491.69
2018,West Bengal,Bajra,Kharif,2908.29,23.7,1586.2,79.4,777.9
2019,Punjab,Soyabean,Kharif,3657.11,25.6,734.0,56.0,945.2
2004,West Bengal,Mustard,Rabi,4072.7,27.2,1601.0,84.6,819.55
2014,Maharashtra,Soyabean,Kharif,608.63,30.1,988.9,65.6,1063.2
2016,Haryana,Sunflower,Rabi,253.37,28.1,710.8,54.1,717.72
2017,Punjab,Sunflower,Kharif,1629.03,26.3,551.2,64.6,806.23
2008,Odisha,Groundnut,Kharif,2143.88,27.4,1622.8,74.7,1048.01
2006,Odisha,Lentil,Rabi,1852.64,30.7,1611.0,72.0,725.83
2009,Karnataka,Lentil,Rabi,4089.59,27.1,1195.3,68.7,919.32
2021,Haryana,Groundnut,Rabi,473.99,25.1,937.1,57.3,1021.92
2018,Chhattisgarh,Potato,Rabi,2824.57,27.4,1282.2,77.1,18330.06
2021,Chhattisgarh,Maize,Kharif,3228.04,26.9,1297.0,65.4,2433.78
2016,Bihar,Chickpea,Rabi,3654.22,26.9,1135.4,84.0,932.36
2013,Maharashtra,Groundnut,Kharif,909.24,33.1,1081.4,70.3,1460.81
2014,Haryana,Cotton,Kharif,1507.29,26.5,1041.2,70.4,548.84
2002,Punjab,Potato,Rabi,4226.37,22.4,595.8,58.0,23836.21
2004,Bihar,Rice,Kharif,436.19,29.3,1301.3,75.9,1783.23
2021,Haryana,Sunflower,Kharif,3809.76,28.9,637.6,52.3,738.1
2017,Bihar,Potato,Rabi,4983.69,29.4,1127.2,88.1,21868.76
2013,Rajasthan,Jowar,Rabi,4812.52,33.3,199.8,49.9,706.04
2010,Haryana,Wheat,Rabi,1431.67,26.9,506.1,72.9,2506.25
2018,Karnataka,Lentil,Rabi,3394.11,25.7,998.5,81.5,1094.45
2017,West Bengal,Chickpea,Rabi,1583.52,26.0,1664.9,77.8,731.56
2010,Chhattisgarh,Sunflower,Kharif,1578.78,29.3,1195.3,71.6,642.02
2014,Bihar,Mustard,Rabi,4366.08,23.7,1128.3,75.2,1336.6
2006,Maharashtra,Jowar,Rabi,724.64,27.8,1333.2,85.1,877.64
2009,Telangana,Turmeric,Kharif,2603.53,27.7,895.7,74.1,7597.9
2006,Telangana,Groundnut,Rabi,772.19,31.0,858.8,72.3,1423.15
2018,Gujarat,Groundnut,Rabi,396.36,26.6,697.7,54.4,916.16
2007,Telangana,Wheat,Rabi,889.45,29.5,1196.3,67.0,3571.13
2012,Bihar,Jowar,Kharif,3116.34,26.5,1115.0,72.2,1167.79
2013,Madhya Pradesh,Maize,Rabi,3850.4,29.8,978.5,68.6,1659.37
2020,Andhra Pradesh,Mustard,Rabi,4334.71,31.6,1163.9,74.4,1068.35
2011,Telangana,Groundnut,Rabi,2497.87,27.8,1190.1,82.9,1496.21
2008,Madhya Pradesh,Turmeric,Kharif,3885.44,29.3,1220.3,73.6,4729.32
2018,Uttar Pradesh,Jowar,Kharif,2533.45,28.5,765.7,67.7,1069.58
2007,Madhya Pradesh,Wheat,Rabi,1383.81,28.5,1321.7,63.8,2884.35
2005,Gujarat,Sugarcane,Whole Year,594.49,34.6,894.1,62.5,72622.59
2020,Punjab,Chickpea,Rabi,400.64,24.5,636.5,73.1,1031.85
2013,Bihar,Bajra,Kharif,2958.0,27.5,1140.3,74.3,1133.85
2005,Odisha,Mustard,Rabi,306.95,30.8,1670.0,74.2,753.7
2015,Odisha,Sunflower,Kharif,3285.93,30.5,1601.1,75.0,885.15
2011,Uttar Pradesh,Groundnut,Rabi,4140.28,23.4,900.3,58.3,1514.14
2019,Karnataka,Mustard,Rabi,1378.84,27.5,1200.5,71.4,1071.8
2016,Rajasthan,Chickpea,Rabi,1887.14,33.2,406.2,38.0,610.95
2012,Bihar,Groundnut,Rabi,2121.34,22.7,1058.1,73.2,1129.53
2021,Madhya Pradesh,Wheat,Rabi,4480.15,24.9,1269.1,65.3,2454.78
2004,Madhya Pradesh,Jowar,Rabi,1917.29,28.9,983.3,69.8,747.02
2006,Uttar Pradesh,Bajra,Kharif,849.94,33.2,892.3,63.4,629.91
2009,West Bengal,Soyabean,Kharif,94.73,28.1,1420.3,83.2,1145.35
2004,Madhya Pradesh,Turmeric,Kharif,4249.4,27.4,943.9,65.0,5871.97
2011,Gujarat,Sugarcane,Whole Year,986.28,30.4,643.1,55.2,65017.85
2017,Rajasthan,Soyabean,Kharif,1943.22,33.7,341.8,39.7,801.43
2018,Karnataka,Maize,Kharif,3950.04,24.6,984.6,69.8,2877.34
2008,Chhattisgarh,Sunflower,Rabi,1271.29,27.0,1255.2,75.5,583.7
2006,Andhra Pradesh,Chickpea,Rabi,2803.33,30.2,1011.7,75.2,898.1
2012,Karnataka,Turmeric,Kharif,4437.49,32.3,862.9,66.0,6037.29
2003,Haryana,Lentil,Rabi,2885.17,26.7,596.2,73.2,970.15
2008,Tamil Nadu,Turmeric,Kharif,1424.28,32.3,1027.7,72.8,6408.46
2015,West Bengal,Turmeric,Kharif,2934.86,30.0,1498.1,82.1,5830.95
2015,Tamil Nadu,Potato,Rabi,355.84,35.4,1397.1,64.8,14503.46
2014,Uttar Pradesh,Soyabean,Kharif,2280.26,28.0,1058.3,70.8,959.84
2010,Bihar,Groundnut,Kharif,295.47,26.8,1293.4,76.7,1317.64
2013,Maharashtra,Mustard,Rabi,4448.86,27.5,1132.1,64.6,1091.37
2019,Andhra Pradesh,Chickpea,Rabi,1993.06,32.4,862.7,74.4,987.94
2021,Punjab,Jowar,Kharif,3943.03,23.5,690.7,64.7,968.99
2011,Tamil Nadu,Potato,Rabi,4617.64,35.3,1170.2,85.5,23721.65
2001,West Bengal,Turmeric,Kharif,2794.15,28.2,1940.3,84.3,3625.92
2017,Tamil Nadu,Soyabean,Kharif,4035.0,32.8,1058.8,78.4,1118.44
2011,Gujarat,Soyabean,Kharif,3816.12,29.1,683.7,63.1,829.11
2018,Uttar Pradesh,Turmeric,Kharif,3423.02,25.0,520.3,67.0,5860.41
2008,Telangana,Sunflower,Rabi,3330.07,29.7,932.0,72.2,806.32
2009,Rajasthan,Soyabean,Kharif,93.87,34.8,653.7,44.9,742.88
2004,Uttar Pradesh,Mustard,Rabi,1504.24,30.1,961.1,68.8,1412.65
2018,Tamil Nadu,Jowar,Rabi,2852.23,30.2,1222.6,81.2,971.23
2002,Maharashtra,Cotton,Kharif,1992.69,32.4,1159.0,75.3,389.79
2002,West Bengal,Jowar,Kharif,1401.53,31.1,1647.2,74.2,587.61
2013,Madhya Pradesh,Bajra,Kharif,2191.03,25.0,1178.7,61.9,955.0
2012,Haryana,Cotton,Kharif,2236.88,27.0,628.2,51.1,379.52
2014,Maharashtra,Soyabean,Kharif,4997.02,27.2,1257.5,62.9,1067.5
2017,Bihar,Cotton,Kharif,3321.65,27.4,1133.1,68.1,571.2
2015,Karnataka,Mustard,Rabi,1144.0,25.2,1242.8,74.8,1359.97
2006,Madhya Pradesh,Chickpea,Rabi,1111.1,30.0,1006.2,70.9,881.3
2004,Maharashtra,Groundnut,Kharif,3623.11,27.1,1038.9,62.9,1180.61
2010,Chhattisgarh,Cotton,Kharif,1624.81,31.1,1068.7,78.1,529.42
2009,West Bengal,Sugarcane,Whole Year,4451.9,26.4,1705.8,82.0,64258.31
2019,Haryana,Turmeric,Kharif,4453.67,25.8,581.3,49.3,4786.68
2002,Madhya Pradesh,Rice,Kharif,320.92,33.5,1186.3,71.9,2705.7
2015,Rajasthan,Sugarcane,Whole Year,2112.7,33.3,232.0,41.7,44891.55
2007,Telangana,Lentil,Rabi,387.14,31.2,959.9,72.9,955.53
2004,Maharashtra,Sugarcane,Whole Year,3848.17,26.8,1229.4,62.2,57682.0
2008,Bihar,Sugarcane,Whole Year,974.96,28.0,1317.7,83.5,59563.63
2017,West Bengal,Jowar,Rabi,4635.24,27.9,1741.5,89.9,927.03
2014,Telangana,Mustard,Rabi,813.76,25.5,742.2,62.7,1048.49
2004,Rajasthan,Cotton,Kharif,3174.93,26.8,194.6,38.0,352.34
2013,Tamil Nadu,Groundnut,Kharif,1434.87,28.3,1006.6,77.8,844.86
2004,Rajasthan,Jowar,Kharif,1528.8,30.0,455.7,32.1,646.98
2018,Punjab,Groundnut,Kharif,1285.77,19.6,726.2,60.9,1032.13
2018,Karnataka,Potato,Rabi,3416.14,28.1,961.7,71.4,19943.87
2017,Rajasthan,Soyabean,Kharif,586.47,28.3,472.0,40.1,904.65
2009,Odisha,Groundnut,Rabi,3684.71,26.8,1583.8,74.1,1217.36
2002,Madhya Pradesh,Soyabean,Kharif,1667.06,28.2,1409.3,59.9,751.55
2011,Punjab,Chickpea,Rabi,4633.79,25.6,686.2,51.8,759.03
2013,Rajasthan,Wheat,Rabi,1292.44,38.6,481.9,29.8,2003.26
2020,Uttar Pradesh,Turmeric,Kharif,385.15,22.9,650.7,55.9,6360.76
2021,Rajasthan,Lentil,Rabi,1679.89,35.7,207.4,35.0,953.07
2014,Telangana,Cotton,Kharif,4088.99,33.3,918.4,61.2,610.28
2016,Rajasthan,Sunflower,Rabi,1111.97,32.8,314.3,41.3,726.97
2016,Tamil Nadu,Turmeric,Kharif,2930.0,25.4,1112.0,91.5,7412.03
2010,Madhya Pradesh,Chickpea,Rabi,1796.52,27.4,1320.8,60.2,890.76
2001,Gujarat,Cotton,Kharif,3289.17,33.5,567.5,58.5,265.07
2005,Haryana,Sugarcane,Whole Year,3069.03,28.0,839.5,58.7,57841.53
2011,Odisha,Mustard,Rabi,4644.73,30.2,1374.3,79.3,1152.0
2007,Uttar Pradesh,Sugarcane,Whole Year,839.07,25.8,541.4,68.7,72752.12
2006,West Bengal,Maize,Rabi,1154.19,25.9,1558.8,81.1,1638.08
2018,Uttar Pradesh,Chickpea,Rabi,3926.88,30.2,961.0,72.7,836.12
2003,Gujarat,Bajra,Kharif,1229.2,27.9,886.8,63.4,735.53
2013,West Bengal,Chickpea,Rabi,3635.76,26.8,1550.2,79.2,930.1
2002,Karnataka,Cotton,Kharif,4524.79,28.0,1100.8,71.7,599.13
2019,Uttar Pradesh,Potato,Rabi,3554.71,29.3,906.8,63.3,18301.67
2007,Andhra Pradesh,Potato,Rabi,1775.22,30.5,893.4,72.3,16802.15
2007,Tamil Nadu,Groundnut,Kharif,953.34,33.9,1181.1,83.2,1277.84
2014,Bihar,Cotton,Kharif,4375.95,25.5,1485.4,76.1,502.7
2004,Karnataka,Jowar,Rabi,4759.55,28.0,1076.5,75.9,960.44
2018,Andhra Pradesh,Cotton,Kharif,4890.14,32.8,908.5,71.6,634.22
2007,Chhattisgarh,Chickpea,Rabi,4100.75,26.6,1395.4,67.1,917.84
2008,Gujarat,Chickpea,Rabi,1753.05,32.8,796.0,68.9,1009.76
2017,Punjab,Jowar,Rabi,2348.91,25.1,815.3,59.2,1032.46
2005,Andhra Pradesh,Jowar,Kharif,4345.56,29.5,758.2,77.8,995.21
2012,Uttar Pradesh,Rice,Kharif,1286.07,30.8,1065.6,63.2,2640.4
2010,Chhattisgarh,Soyabean,Kharif,822.76,30.1,1216.1,73.2,1341.62
2013,Maharashtra,Sunflower,Kharif,2403.87,27.7,1222.2,65.7,687.97
2015,Andhra Pradesh,Chickpea,Rabi,4249.28,32.7,1115.5,65.9,1067.54
2014,Bihar,Sunflower,Rabi,1183.07,30.4,999.1,76.8,1086.97
2013,Tamil Nadu,Bajra,Kharif,1944.71,31.6,1224.1,76.1,831.71
2004,Bihar,Bajra,Kharif,820.51,27.4,1035.6,68.4,992.57
2007,Tamil Nadu,Sunflower,Rabi,1960.82,32.0,1089.6,83.9,702.26
2004,Karnataka,Wheat,Rabi,2419.43,25.4,847.3,68.0,2931.27
2002,Gujarat,Wheat,Rabi,2511.66,25.9,928.0,62.5,2575.1
2019,Tamil Nadu,Groundnut,Kharif,2052.9,30.0,1194.9,81.1,1550.73
2014,Maharashtra,Chickpea,Rabi,1202.74,29.4,1223.2,75.3,1134.21
2009,Maharashtra,Sugarcane,Whole Year,4896.17,30.6,1197.8,79.6,74017.39
2003,Odisha,Mustard,Rabi,4371.06,27.1,1612.5,68.5,803.75
2017,Andhra Pradesh,Lentil,Rabi,4701.25,30.0,901.8,77.2,943.9
2020,Uttar Pradesh,Bajra,Kharif,751.13,27.8,1052.9,61.8,1076.88
2010,Telangana,Bajra,Kharif,3910.06,34.1,1242.9,62.9,1019.3
2013,Odisha,Chickpea,Rabi,3386.55,27.3,1437.0,72.8,741.56
2016,Uttar Pradesh,Bajra,Kharif,1014.07,31.5,601.2,69.9,887.0
2012,Maharashtra,Sunflower,Kharif,3727.03,28.3,1321.2,74.9,999.84
2019,Chhattisgarh,Chickpea,Rabi,3011.13,28.6,1231.6,67.8,1062.81
2016,Haryana,Turmeric,Kharif,1689.13,28.6,508.4,68.9,4308.47
2015,Telangana,Turmeric,Kharif,2012.81,31.7,838.5,65.5,6319.89
2018,Madhya Pradesh,Soyabean,Kharif,1904.49,29.2,1187.3,61.0,1150.03
2007,Haryana,Sunflower,Kharif,3094.84,22.4,870.4,56.8,986.2
2019,Chhattisgarh,Turmeric,Kharif,961.84,33.7,1607.8,71.5,4573.76
2019,Punjab,Wheat,Rabi,4686.62,22.6,524.7,60.8,2928.66
2011,Karnataka,Lentil,Rabi,1195.89,25.4,961.1,70.7,613.37
2006,Chhattisgarh,Sunflower,Rabi,1026.62,28.1,1460.6,73.2,770.88
2009,Chhattisgarh,Wheat,Rabi,2656.28,28.6,1374.3,69.7,2645.65
2006,Andhra Pradesh,Turmeric,Kharif,3676.47,31.8,905.0,70.6,5446.78
2019,Rajasthan,Cotton,Kharif,2965.14,33.3,326.9,45.5,516.83
2009,Odisha,Lentil,Rabi,4620.5,30.3,1439.5,68.0,564.15
2015,Haryana,Potato,Rabi,875.28,27.7,727.9,61.9,15734.89
2004,Uttar Pradesh,Turmeric,Kharif,4313.7,26.6,1043.9,72.2,8136.49
2002,Andhra Pradesh,Groundnut,Kharif,4229.13,33.0,1048.7,65.3,903.14
2004,Chhattisgarh,Sugarcane,Whole Year,3103.14,31.2,1517.7,79.9,66820.56
2015,Bihar,Groundnut,Rabi,4697.43,27.8,1134.4,83.5,1370.38
2011,Bihar,Potato,Rabi,832.5,25.4,1221.0,69.0,15371.85
2002,Madhya Pradesh,Chickpea,Rabi,4364.59,30.5,1042.5,71.0,908.26
2013,Haryana,Cotton,Kharif,363.86,28.9,714.2,55.5,472.01
2001,Karnataka,Rice,Kharif,3291.56,31.2,1065.9,73.9,2605.83
2003,Uttar Pradesh,Chickpea,Rabi,3111.96,29.6,980.0,73.2,1123.12
2005,Haryana,Potato,Rabi,2694.38,27.9,953.0,60.6,20756.57
2003,Madhya Pradesh,Potato,Rabi,698.61,29.8,746.1,66.4,14377.47
2004,Rajasthan,Maize,Kharif,2334.1,27.5,176.4,43.0,1489.33
2014,Andhra Pradesh,Sugarcane,Whole Year,1453.97,34.2,621.7,71.8,71414.55
2011,Madhya Pradesh,Sunflower,Kharif,484.16,31.7,754.7,62.2,981.18
2009,Karnataka,Mustard,Rabi,1062.26,26.2,856.9,67.9,815.85
2011,Bihar,Maize,Rabi,1504.08,21.8,1097.0,69.3,1703.05
2019,Chhattisgarh,Maize,Kharif,954.83,28.8,1398.7,70.0,2392.23
2002,Odisha,Bajra,Kharif,1665.76,31.0,1710.5,74.6,765.21
2015,Karnataka,Chickpea,Rabi,3107.86,28.4,1128.5,77.9,1212.01
2001,Gujarat,Sugarcane,Whole Year,4352.34,27.3,722.1,56.8,68585.37
2017,Odisha,Lentil,Rabi,4130.98,32.5,1761.1,79.1,831.44
2009,Madhya Pradesh,Sunflower,Kharif,1599.11,33.0,997.4,60.8,849.66
2003,Haryana,Bajra,Kharif,2068.61,24.1,698.6,57.0,839.79
2006,Tamil Nadu,Rice,Kharif,3552.89,30.1,1337.8,77.8,2768.99
2011,Madhya Pradesh,Wheat,Rabi,2831.44,25.3,1110.0,57.5,2428.19
2016,Odisha,Mustard,Rabi,1920.72,28.2,1480.9,86.7,1167.17
2009,Uttar Pradesh,Chickpea,Rabi,2682.82,29.0,789.4,67.0,752.5
2011,Madhya Pradesh,Cotton,Kharif,3932.55,25.3,905.7,65.9,462.35
2001,Gujarat,Wheat,Rabi,2068.31,26.8,798.2,58.0,3123.3
2014,Odisha,Sunflower,Rabi,1138.0,26.6,1301.8,87.3,806.3
2004,Maharashtra,Wheat,Rabi,1124.72,27.7,1130.8,68.6,2918.83
2011,Uttar Pradesh,Jowar,Kharif,4993.71,20.8,737.4,71.5,964.72
2016,Karnataka,Turmeric,Kharif,4483.86,28.9,964.7,77.7,7325.46
2008,Karnataka,Soyabean,Kharif,3158.55,25.5,948.7,78.2,1108.45
2010,Chhattisgarh,Cotton,Kharif,1057.38,31.4,1056.5,69.9,540.05
2003,Karnataka,Mustard,Rabi,861.48,24.7,1197.4,70.2,1056.21
2005,Andhra Pradesh,Chickpea,Rabi,1000.61,33.2,817.0,71.3,816.37
2018,Andhra Pradesh,Maize,Kharif,3651.88,34.9,969.8,70.1,2540.89
2012,Punjab,Sunflower,Kharif,2651.81,21.4,609.8,64.7,699.55
2018,Gujarat,Lentil,Rabi,993.61,28.9,729.6,57.5,759.86
2015,Rajasthan,Sugarcane,Whole Year,4293.52,31.2,665.7,31.8,57680.04
2017,Chhattisgarh,Sunflower,Rabi,3363.58,29.6,1395.5,79.4,808.85
2010,Telangana,Soyabean,Kharif,2840.27,30.3,1092.1,67.0,901.08
2003,Andhra Pradesh,Sugarcane,Whole Year,2967.96,32.3,913.9,68.1,84653.66
2005,Uttar Pradesh,Groundnut,Kharif,3652.65,25.3,1031.7,55.8,1056.89
2021,Gujarat,Sugarcane,Whole Year,3026.26,36.0,741.9,50.2,62137.01
2008,Gujarat,Rice,Kharif,3988.91,26.6,744.1,55.0,2468.2
2019,Telangana,Jowar,Kharif,1473.4,32.8,896.2,70.3,895.18
2019,Bihar,Sunflower,Rabi,2074.66,30.0,1062.8,73.8,850.83
2018,Odisha,Bajra,Kharif,2680.54,21.9,1477.4,77.5,969.35
2008,Maharashtra,Maize,Rabi,420.16,26.5,1577.7,66.2,1580.88
2002,Odisha,Maize,Rabi,1318.83,29.6,1282.8,78.5,1615.39
2014,Uttar Pradesh,Groundnut,Rabi,3752.44,26.0,783.5,63.9,1252.91
2009,Tamil Nadu,Chickpea,Rabi,657.51,31.8,1290.1,81.5,801.26
2015,Telangana,Sunflower,Kharif,278.5,27.2,1073.8,69.2,695.22
2014,Haryana,Turmeric,Kharif,3083.44,27.6,977.0,51.1,5332.18
2015,Punjab,Potato,Rabi,3454.21,26.1,598.7,52.2,18188.35
2010,Maharashtra,Lentil,Rabi,2863.46,25.6,1160.5,67.8,938.28
2014,Telangana,Potato,Rabi,2770.43,27.0,978.4,77.2,19273.07
2019,Chhattisgarh,Mustard,Rabi,1351.16,27.0,1402.8,73.0,1268.31
2015,Tamil Nadu,Chickpea,Rabi,1982.87,26.6,1085.6,79.9,910.89
2011,Karnataka,Groundnut,Rabi,1867.18,28.5,1322.6,71.3,1326.38
2005,Maharashtra,Cotton,Kharif,4347.18,31.4,1153.3,67.3,331.56
2002,Haryana,Sugarcane,Whole Year,2990.76,25.5,670.5,58.2,74508.07
2018,West Bengal,Turmeric,Kharif,4122.65,28.6,1686.9,66.3,5178.3
2011,Bihar,Groundnut,Kharif,3055.26,26.7,1082.8,73.2,1246.13
2002,Rajasthan,Groundnut,Kharif,1721.58,31.7,501.7,36.5,1374.28
2006,Tamil Nadu,Potato,Rabi,1173.36,36.4,1175.5,74.3,22781.64
2017,Punjab,Turmeric,Kharif,2717.84,24.3,750.8,62.1,5782.46
2017,Haryana,Chickpea,Rabi,3777.25,23.7,748.4,60.8,1067.08
2007,Karnataka,Bajra,Kharif,2538.56,24.1,934.9,79.2,701.54
2007,Tamil Nadu,Chickpea,Rabi,706.73,30.6,877.2,79.1,981.44
2015,Andhra Pradesh,Lentil,Rabi,2694.77,26.4,934.2,67.8,1147.9
2002,Madhya Pradesh,Jowar,Rabi,1291.38,28.0,934.4,57.4,887.29
2012,Rajasthan,Cotton,Kharif,72.67,34.2,228.1,45.9,306.83
2018,Odisha,Cotton,Kharif,4431.1,33.8,1414.6,73.2,509.83
2003,Rajasthan,Turmeric,Kharif,3866.82,36.2,198.4,42.4,4688.28
2011,West Bengal,Soyabean,Kharif,4088.78,29.1,1643.7,84.0,999.24
2005,Madhya Pradesh,Chickpea,Rabi,4767.19,31.1,1277.7,63.7,935.26
2012,Punjab,Turmeric,Kharif,1976.76,24.5,513.7,52.0,5364.77
2015,Haryana,Jowar,Kharif,2718.34,25.3,539.5,47.3,782.88
2007,Andhra Pradesh,Groundnut,Kharif,75.75,33.8,696.0,77.7,977.41
2011,Haryana,Cotton,Kharif,4525.16,24.6,823.0,54.7,449.35
2014,Chhattisgarh,Bajra,Kharif,2614.24,31.3,1327.8,76.8,891.19
2009,Chhattisgarh,Jowar,Rabi,3558.98,28.7,1507.2,82.9,935.62
2007,Telangana,Wheat,Rabi,4255.89,29.3,850.5,70.6,3194.74
2009,Karnataka,Jowar,Rabi,191.2,29.9,1008.5,74.4,1104.57
2008,Chhattisgarh,Mustard,Rabi,3107.0,27.0,875.1,73.6,1301.74
2010,Odisha,Chickpea,Rabi,1160.68,31.4,1673.0,75.7,909.84
2014,Bihar,Jowar,Rabi,1853.38,26.6,1021.3,75.7,833.14
2014,Punjab,Wheat,Rabi,4474.49,21.3,801.3,59.6,3074.84
2005,Andhra Pradesh,Mustard,Rabi,340.7,35.0,974.8,64.3,933.14
2005,Bihar,Chickpea,Rabi,3397.14,31.6,967.3,69.9,827.31
2017,Chhattisgarh,Soyabean,Kharif,4966.47,26.2,1279.3,74.3,1042.24
2003,Bihar,Turmeric,Kharif,378.68,24.1,891.3,68.0,6939.07
2017,Telangana,Cotton,Kharif,4701.53,36.5,889.4,65.4,546.8
2015,Gujarat,Sugarcane,Whole Year,4795.26,30.9,727.4,58.5,59289.85
2013,Karnataka,Cotton,Kharif,359.18,23.6,1088.4,72.0,420.82
2010,Andhra Pradesh,Jowar,Kharif,3418.33,28.1,863.3,62.3,977.69
2010,Andhra Pradesh,Mustard,Rabi,1639.08,32.1,664.4,76.5,1382.69
2015,Punjab,Lentil,Rabi,3540.71,21.5,551.7,65.7,803.6
2016,Tamil Nadu,Chickpea,Rabi,3551.31,31.3,626.8,87.0,1166.91
2011,Karnataka,Mustard,Rabi,3439.83,24.9,616.9,68.4,1019.83
2020,Chhattisgarh,Cotton,Kharif,2668.72,30.9,1359.2,76.7,559.79
2006,Telangana,Groundnut,Rabi,3563.98,31.6,935.6,79.4,1513.35
2016,Haryana,Jowar,Kharif,2122.22,25.3,561.0,58.2,730.28
2011,Chhattisgarh,Bajra,Kharif,3871.45,27.4,1233.0,74.4,1198.66
2014,Gujarat,Chickpea,Rabi,4083.57,28.8,762.0,75.4,787.96
2014,Karnataka,Lentil,Rabi,1753.83,28.1,1055.2,77.4,1109.09
2010,Karnataka,Potato,Rabi,4097.53,28.2,948.6,67.3,20721.38
2010,Bihar,Jowar,Kharif,4841.4,25.5,914.0,76.8,877.72
2016,Gujarat,Lentil,Rabi,3439.84,34.0,889.3,53.1,806.68
2018,Haryana,Bajra,Kharif,4484.24,24.5,819.6,67.0,959.94
2005,Bihar,Sunflower,Rabi,2271.87,28.2,963.5,79.0,891.88
2005,Bihar,Lentil,Rabi,313.91,25.9,1355.1,67.7,732.26
2010,Uttar Pradesh,Jowar,Rabi,4379.86,29.7,1016.6,65.7,746.68
2003,Karnataka,Groundnut,Rabi,1072.33,26.4,891.1,75.1,1029.84
2013,West Bengal,Cotton,Kharif,1419.36,24.6,1511.8,80.0,400.22
2012,Punjab,Lentil,Rabi,2652.06,25.6,302.2,66.0,496.04
2018,Andhra Pradesh,Sunflower,Kharif,3359.96,29.3,1232.4,69.9,753.51
2015,Bihar,Soyabean,Kharif,2974.34,30.1,1032.9,78.6,868.73
2016,Karnataka,Rice,Kharif,955.48,23.1,1121.2,78.6,2109.21
2010,Karnataka,Chickpea,Rabi,3735.47,34.9,895.9,77.5,987.29
2016,Chhattisgarh,Rice,Kharif,1121.03,24.3,1311.3,78.9,2148.4
2014,Bihar,Rice,Kharif,389.26,26.8,1365.0,58.1,1718.99
2021,Andhra Pradesh,Soyabean,Kharif,3506.95,34.5,1003.7,69.0,1150.21
2004,Uttar Pradesh,Cotton,Kharif,893.4,28.9,798.3,74.4,628.81
2020,Punjab,Jowar,Kharif,4949.18,26.8,768.5,66.4,874.07
2009,Punjab,Rice,Kharif,3602.59,25.3,707.7,62.6,2652.06
2001,Maharashtra,Chickpea,Rabi,1754.62,23.9,1388.9,74.5,842.14
2016,Tamil Nadu,Lentil,Rabi,1950.66,27.9,1472.7,82.8,751.53
2005,Haryana,Rice,Kharif,725.03,26.6,470.4,54.9,920.13
2009,Bihar,Turmeric,Kharif,1656.89,27.8,938.7,64.8,5841.29
2006,Uttar Pradesh,Lentil,Rabi,1155.75,25.4,866.4,62.7,764.73
2007,Maharashtra,Groundnut,Rabi,2860.47,22.3,1278.2,68.5,994.49
2021,Uttar Pradesh,Chickpea,Rabi,2827.6,31.0,960.1,66.6,1084.74
